field1,entry_id
1.8235294,481
1.75,482
1.0909091,483
2.3846154,484
1.8181819,485
2.090909,486
3,487
1.6666666,488
0,489
0,490
0,491
0,492
0,493
0,494
0,495
0.8333333,496
1.6666666,497
1,498
2.1333334,499
2.125,500
2.5294118,501
2.2941177,502
2.5384614,503
2.2,504
2.125,505
1.4285715,506
1.4,507
3,508
3.1666667,509
2.125,510
0.016759777,511
0.09756097,512
4,513
2.9615383,514
2.9615383,515
2.9615383,516
2.9615383,517
2.9615383,518
2.9615383,519
2.9615383,520
2.9615383,521
2.9615383,522
1.9230769,523
2.25,524
2.6153846,525
3,526
3,527
3.2857144,528
2.5833333,529
2.8888888,530
2.2222223,531
2,532
2,533
2,534
2.6666667,535
2,536
2,537
3,538
3,539
3,540
3,541
3,542
3,543
3,544
4,545
2.8,546
1.2,547
2.1818182,548
2.6153846,549
2.3125,550
2.2307692,551
2.25,552
2.1666667,553
2.6363637,554
2,555
2,556
1,557
1,558
2.25,559
2.875,560
3.5,561
4,562
4,563
4,564
4,565
4,566
4,567
4,568
4,569
2,570
0,571
1.5,572
2,573
2.375,574
2.142857,575
1.75,576
2.7142856,577
2.75,578
4,579
2.5,580
0.6,581
1,582
2.5,583
4,584
3,585
2,586
2,587
1.5,588
0.75,589
0.75,590
0,591
1.5,592
1.5,593
1.5,594
1.5,595
3,596
1.3333334,597
3,598
1,599
2.3333333,600
4,601
1.5555556,602
2,603
1.8,604
1.7142857,605
1.25,606
2.5,607
1,608
3.5,609
0,610
0,611
0,612
0,613
0,614
0,615
0,616
0,617
0.33333334,618
1,619
1.1818181,620
2.125,621
1.8571428,622
2.0625,623
1.6956521,624
2.2222223,625
2.875,626
1.5,627
2.4545455,628
4,629
1.6666666,630
0.5,631
1.3333334,632
1,633
3,634
2.5,635
2.5,636
2.5,637
2.5,638
2.5,639
2.5,640
2,641
2.5,642
1.3333334,643
1.8888888,644
1.5384616,645
2.090909,646
1.7142857,647
2.4761906,648
1.9090909,649
1.7777778,650
2.1875,651
2.3846154,652
2.6666667,653
2.9,654
1.5833334,655
1.6,656
2.75,657
2,658
1.8333333,659
1.8333333,660
1.8333333,661
1.8333333,662
1.8333333,663
1.8333333,664
1.8333333,665
1.6666666,666
1.5,667
1.875,668
2.7692308,669
2.5,670
2.0625,671
1.9,672
2.1538463,673
3.1666667,674
2.4,675
1.5,676
2.2,677
2.25,678
2.25,679
2,680
1,681
2,682
2,683
2,684
2,685
2,686
2,687
2,688
2,689
2,690
3,691
2.5,692
1.5454545,693
1.9285715,694
2.4545455,695
2,696
2.2857144,697
1.6666666,698
1.5454545,699
2.5333333,700
1.7857143,701
2.1111112,702
1.8888888,703
2,704
2,705
