field1,entry_id
2.2777777,492
2.2777777,493
2.2777777,494
2.2777777,495
2.2777777,496
2.2777777,497
2.2777777,498
2.2777777,499
2.2777777,500
2.2777777,501
2.5555556,502
2.4705882,503
2.1666667,504
1.75,505
2.8666666,506
2.9047618,507
2.3888888,508
2.6842105,509
2.7777777,510
2.5,511
2.4,512
3.3333333,513
1.6666666,514
0,515
1.0833334,516
1.0833334,517
1.0833334,518
1.0833334,519
1.0833334,520
2.1666667,521
2.4,522
2.75,523
2,524
2,525
2,526
2.1052632,527
2,528
2.4615386,529
2.7692308,530
2.1875,531
2.5454545,532
2.4444444,533
1.75,534
2.2,535
0,536
1.75,537
1,538
0,539
0,540
0,541
0.9,542
0.9,543
0.9,544
1.8,545
2.4285715,546
2.4166667,547
2.6666667,548
2.25,549
2.7,550
2.142857,551
2.5,552
2,553
2.0588236,554
0.75,555
3,556
3.4,557
2.2,558
2.25,559
3,560
2.75,561
0.6666667,562
2,563
2,564
2,565
2,566
2,567
2,568
2,569
2,570
2,571
2,572
2.3333333,573
2,574
3.1666667,575
1.5555556,576
2.4285715,577
2.8333333,578
3.1666667,579
2.6,580
1.5,581
2,582
2.3333333,583
3.3333333,584
1,585
0,586
4,587
3.3333335,588
3.3333335,589
3.3333335,590
3.3333335,591
3.3333335,592
3.3333335,593
3.3333335,594
2.6666667,595
0,596
1,597
2.5,598
2.8333333,599
1,600
3.25,601
2.2,602
3,603
2.8666666,604
3.2,605
0.5,606
1.6666666,607
3.6,608
1.8,609
0,610
2,611
2,612
2,613
2,614
2,615
2,616
2,617
2,618
2.1,619
1.7777778,620
2.1538463,621
2.347826,622
2.875,623
2.409091,624
2.6111112,625
2,626
3,627
2.2105262,628
1.8461539,629
1.7,630
1.8,631
2.8,632
1.8333334,633
1.25,634
0,635
0.25,636
0.25,637
0.25,638
0.25,639
0.25,640
0.25,641
0.5,642
1.7142857,643
1.7,644
2.7692308,645
1.8333334,646
2.1,647
1.8125,648
2.4615386,649
1.9285715,650
2.7692308,651
2.4,652
1.2083334,653
2.1,654
2.2,655
1.2222222,656
1.4,657
3,658
3,659
2,660
1,661
0,662
2,663
2,664
4,665
1.5,666
1.4444444,667
2.8461537,668
2.4375,669
2.0625,670
2.4333334,671
2.1363637,672
2,673
3.1111112,674
1.9444444,675
3.090909,676
1.9583334,677
2.6,678
1.7142857,679
2.0833333,680
2.5,681
3.2,682
1,683
2,684
2,685
2,686
3,687
2.142857,688
2.142857,689
1.2857143,690
2.875,691
1.5,692
1.7142857,693
1.75,694
1.7222222,695
2.04,696
3.4545455,697
2.52,698
1.7586207,699
2.173913,700
2,701
2.1904762,702
2.4166667,703
2.1,704
2.5,705
